NO.1,NO.2,diff-correlation
196,205,5.08792,
196,213,19.8442,
196,220,7.93376,
196,228,18.3571,
196,232,8.09914,
196,234,68.3162,
196,242,9.46449,
196,243,6.10256,
196,248,8.58202,
196,252,14.0822,
196,259,20.7477,
196,262,12.8509,
196,264,6.62207,
196,270,7.75389,
196,274,13.4612,
196,279,15.7379,
196,284,9.88421,
196,293,15.4407,
196,298,10.2017,
196,304,6.04466,
196,309,32.5819,
196,310,20.819,
196,336,25.1023,
196,337,5.07351,
196,350,16.3628,
196,352,6.37766,
196,362,10.0569,
196,363,5.44011,
196,367,6.20574,
196,377,14.3773,
196,379,31.5255,
197,253,8.68907,
197,307,8.33443,
197,315,7.69921,
197,318,5.65501,
197,343,6.68173,
198,253,19.2301,
198,307,6.24555,
198,318,6.56399,
199,235,9.89615,
199,237,25.435,
199,238,15.2727,
199,241,13.3559,
199,243,8.53882,
199,269,11.6732,
199,309,12.1934,
199,321,21.5907,
199,349,14.9651,
199,351,19.5525,
199,352,15.042,
199,359,31.2355,
199,376,7.05694,
199,379,7.30791,
199,390,10.3276,
200,213,10.8713,
200,300,18.5475,
200,311,13.0735,
200,317,18.055,
200,324,7.57547,
200,339,5.0789,
201,208,42.4138,
201,219,14.3526,
201,221,19.6033,
201,226,11.4081,
201,233,12.0195,
201,293,8.29315,
201,313,23.8762,
201,341,8.44099,
201,346,7.60128,
201,347,5.11628,
201,350,5.0298,
201,386,7.28437,
201,387,137.995,
201,388,28.3988,
202,203,10.3028,
202,210,16.2885,
202,216,26.5153,
202,262,173.215,
202,283,20.275,
202,326,5.71108,
203,242,46.3475,
203,270,7.77461,
203,326,29.8134,
203,348,10.8519,
203,379,16.2282,
204,211,6.73605,
204,252,26.7698,
204,283,10.5727,
204,298,19.2683,
204,305,5.23884,
204,311,13.7933,
204,348,5.60555,
204,357,5.26934,
204,363,11.0518,
204,372,102.769,
205,216,11.1747,
205,218,595.945,
205,227,70.786,
205,261,9.58346,
205,262,6.90825,
205,263,9.13207,
205,271,17.6323,
205,281,7.88279,
205,284,157.393,
205,340,14.4226,
205,354,5.77101,
205,372,6.86755,
205,374,7.00046,
205,386,900.655,
206,210,9.6076,
206,259,5.69716,
206,261,32.8057,
206,277,7.96422,
206,284,6.75441,
206,312,142.032,
206,315,23.9244,
206,375,13.2104,
207,216,7.36417,
207,223,7.3692,
207,257,109.293,
207,261,16.895,
207,313,6.35932,
207,314,5.71476,
207,315,25.5443,
207,333,5.88018,
207,346,26.7082,
207,375,9.45042,
207,383,6.28569,
207,387,6.08449,
208,215,10.5742,
208,220,33.2603,
208,239,12.4449,
208,264,82.5805,
208,270,21.8343,
208,274,9.06493,
208,284,17.3012,
208,289,6.10693,
208,339,5.98297,
208,342,7.31616,
208,357,7.62105,
208,385,8.57428,
210,216,5.76306,
210,229,5.99442,
210,239,7.15459,
210,259,24.6412,
210,270,5.57613,
210,275,20.7426,
210,303,8.31062,
210,342,118.765,
210,345,21.0681,
210,365,33.7659,
210,375,112.294,
210,385,28.2994,
210,387,14.4417,
210,389,20.6021,
211,215,274.85,
211,221,7.97784,
211,226,5.58856,
211,227,672.26,
211,253,89.0424,
211,259,5.95159,
211,260,11.859,
211,266,7.48746,
211,270,6.96263,
211,289,10.6197,
211,298,52.6222,
211,303,63.4402,
211,309,5.70897,
211,323,6.22003,
211,329,38.2749,
211,334,6.51076,
211,335,36.2125,
211,338,21.7462,
211,346,5.66103,
211,358,8.24416,
211,375,12.336,
211,377,10.4941,
212,217,10.0712,
212,226,116.964,
212,242,15.0709,
212,252,5.61031,
212,261,42.0393,
212,279,9.70748,
212,283,9.09038,
212,287,6.84234,
212,348,17.2405,
212,351,32.5688,
212,367,8.50269,
213,230,5.65787,
213,235,17.3049,
213,240,13.6659,
213,302,9.20366,
213,327,12.7205,
213,328,13.8418,
214,230,5.48802,
214,237,5.26259,
214,238,9.72062,
214,239,96.9962,
214,241,6.79485,
214,250,488.984,
214,260,46.751,
214,293,7.60048,
214,313,8.5619,
214,316,119.664,
214,322,8.97256,
214,325,6.71776,
214,331,13.744,
214,379,21.9063,
215,234,5.27549,
215,259,16.9779,
215,264,5.03352,
215,265,6.67422,
215,270,166.572,
215,283,9.12953,
215,292,12.3651,
215,297,14.2107,
215,298,10.9476,
215,305,10.7728,
215,309,5.82376,
215,313,23.8349,
215,326,12.7536,
215,389,7.93646,
216,218,7.60243,
216,224,6.56356,
216,252,12.7169,
216,255,6.55461,
216,261,83.8102,
216,263,14.6977,
216,264,5.16641,
216,277,51.0888,
216,284,48.4068,
216,304,7.45539,
216,313,7.56575,
216,314,8.18212,
216,315,71.2225,
216,320,1139.78,
216,342,34.0089,
216,350,135.321,
216,365,8.45265,
216,375,9.71318,
216,383,32.7173,
216,384,13.9651,
217,220,9.77318,
217,269,37.418,
217,271,9.33422,
217,275,6.02748,
217,276,5.83974,
217,283,15.1189,
217,284,10.2742,
217,291,15.373,
217,294,5.25798,
217,298,10.7187,
217,303,5.6065,
217,305,33.7859,
217,339,24.4033,
217,354,18.3368,
217,380,9.36852,
218,253,7.54496,
218,278,28.2692,
218,283,10.1446,
218,294,8.24839,
218,313,5.34275,
218,333,13.0711,
218,386,5.05008,
219,261,60.4357,
219,284,5.97868,
219,293,8.50136,
220,227,14.0466,
220,235,21.5612,
220,239,111.714,
220,240,35.6655,
220,245,51.7469,
220,251,9.93935,
220,258,76.4333,
220,270,28.2125,
220,272,6.13073,
220,273,5.24332,
220,282,15.3552,
220,285,9.75745,
220,298,24.6181,
220,304,5.3113,
220,317,45.4094,
220,320,5.80115,
220,332,7.9457,
220,341,10.1707,
220,345,7.07641,
220,347,5.27293,
220,366,5.66359,
221,252,13.9677,
221,281,9.77579,
221,305,20.8917,
221,367,5.30603,
221,372,28.561,
222,240,6.05747,
222,243,6.32646,
222,300,11.5209,
223,231,11.6916,
223,264,58.6741,
223,298,16.4459,
224,253,60.8453,
224,261,6.61878,
224,378,6.33461,
224,388,30.8247,
225,243,9.56465,
225,252,17.44,
225,264,40.6172,
225,271,12.4936,
225,288,6.19785,
225,293,13.925,
225,326,6.95962,
225,349,14.8083,
225,351,14.1132,
225,370,13.7664,
226,227,6.06978,
226,238,573.476,
226,243,11.1022,
226,245,34.5554,
226,249,6.60766,
226,251,6.53708,
226,255,7.42988,
226,261,51.7009,
226,263,108.77,
226,272,5.38391,
226,273,5.18523,
226,298,39.9082,
226,301,5.65323,
226,303,6.47965,
226,306,5.25124,
226,324,26.2135,
226,326,26.4011,
226,333,22.9479,
226,339,18.0316,
226,344,5.7851,
226,347,6.40023,
226,352,32.3944,
226,353,16.2994,
226,358,11.2676,
226,366,11.2312,
226,369,5.67075,
226,376,5.2766,
226,377,8.78593,
226,380,24.8077,
226,389,11.1483,
227,242,20.9189,
227,247,53.3515,
227,248,5.6768,
227,252,37.3924,
227,260,7.20123,
227,269,10.2284,
227,271,15.6448,
227,274,13.0846,
227,310,14.5959,
227,313,6.49724,
227,337,7.83015,
228,242,6.4411,
228,248,7.56275,
228,259,535.241,
228,283,12.9218,
228,298,7.03187,
228,315,5.56133,
228,333,10.0741,
228,348,15.6029,
228,354,7.48249,
228,357,10.2725,
229,274,9.60394,
229,275,48.029,
229,283,5.64362,
229,284,5.41597,
229,287,11.1813,
229,296,6.11008,
229,298,6.51096,
229,318,5.342,
229,335,10.6489,
229,345,12.9178,
229,372,34.6208,
230,243,479.455,
230,244,110.687,
230,255,5.14082,
230,269,225.717,
230,281,16.0774,
230,283,5.37965,
230,324,5.13388,
230,351,2488.89,
230,358,7.32598,
230,367,13.8786,
230,368,12.3511,
230,390,12.0942,
231,314,16.8112,
231,315,21.0515,
232,261,5.90008,
232,283,10.9481,
233,315,18.1932,
233,333,12.9028,
233,387,7.02653,
234,259,12.1046,
234,261,53.5427,
234,270,75.4565,
234,284,5.97721,
234,298,9.51243,
234,315,7.27794,
234,337,5.67407,
235,237,5.7593,
235,249,12.8086,
235,262,10.3348,
235,270,96.1263,
235,273,12.4708,
235,288,15.638,
235,289,10.3339,
235,301,5.84719,
235,305,5.69096,
235,306,24.9109,
235,349,48.1754,
235,351,23.2917,
235,363,885.619,
235,368,14.1079,
235,376,12.0411,
235,378,11.9161,
236,300,6.0723,
237,248,6.38156,
237,283,5.52699,
237,326,7.27252,
237,338,26.3365,
237,349,23.4969,
238,248,6.08424,
238,258,6.9457,
238,271,23.7723,
238,283,11.3622,
238,326,8.19927,
238,349,20.3566,
238,351,6.2411,
238,364,68.7433,
239,251,16.6392,
239,262,7.74621,
239,276,79.3824,
239,279,15.5164,
239,281,6.03932,
239,288,7.72559,
239,310,5.38027,
239,326,5.36535,
239,347,5.37169,
239,349,29.6074,
239,352,5.98687,
239,364,22.0342,
239,374,6.73908,
240,261,22.5907,
240,311,6.37194,
241,243,15.2105,
241,244,23.3848,
241,245,7.49883,
241,255,5.49659,
241,318,9.54656,
241,349,6.018,
241,367,16.4688,
241,388,18.4025,
242,247,5.17862,
242,270,12.0274,
242,276,10.7898,
242,283,598.764,
242,291,6.66925,
242,292,24.4909,
242,293,5.89163,
242,294,9.47351,
242,298,185.624,
242,317,8.42423,
242,322,8.6257,
242,345,29.9299,
242,350,17.6471,
242,357,5.866,
243,245,13.9011,
243,247,9.261,
243,250,8.9695,
243,262,563.181,
243,271,19.2547,
243,285,10.4875,
243,288,55.3086,
243,291,9.59204,
243,302,6.11521,
243,310,7.01047,
243,317,171.122,
243,326,43.3496,
243,335,6.97867,
243,338,5.50412,
243,345,8.20429,
243,350,7.54203,
243,352,16.8479,
243,357,18.6763,
243,358,5.31188,
243,359,13.0906,
243,370,7.2817,
243,390,46.4829,
244,262,14.1379,
244,271,5.0657,
244,288,12.9219,
244,289,6.02769,
244,291,6.04634,
244,335,7.82221,
244,345,6.73363,
244,347,12.0677,
244,349,17.9165,
244,352,5.31205,
244,364,5.17153,
245,258,6.76413,
245,291,9.71643,
245,298,6.79083,
245,323,19.1206,
245,345,6.65392,
245,347,8.19531,
245,353,6.23828,
245,364,27.6282,
246,315,6510,
246,388,5.30426,
247,264,13.6332,
247,270,11.2635,
247,273,5.47606,
247,286,7.91697,
247,294,7.11927,
247,337,6.17282,
247,338,141.305,
247,339,93.2317,
247,345,13.3115,
247,349,31.883,
247,350,5.74564,
247,354,5.93955,
248,276,9.21973,
248,286,5.79093,
248,291,53.3865,
248,301,26.0402,
248,306,11.1943,
248,309,10.1384,
248,321,6.54082,
248,325,194.152,
248,332,349.577,
248,344,12.5415,
248,352,5.78686,
248,376,7.01853,
248,379,5.89332,
249,260,30.2402,
249,281,6.16972,
249,283,77.9149,
249,310,5.61117,
249,326,10.6873,
249,349,11.7634,
249,359,25.1529,
250,258,22.9724,
250,276,15.076,
250,283,57.9442,
250,298,6.11031,
250,305,5.58871,
250,338,7.23916,
250,349,8.88218,
250,351,8.85977,
250,367,65.9356,
250,390,18.3392,
251,268,6.23389,
251,271,6.83342,
251,281,16.5038,
251,283,8.99717,
251,298,5.65672,
251,305,8.49573,
251,310,10.509,
251,331,9.38591,
251,349,178.726,
251,367,45.4247,
252,259,9.24458,
252,261,10.6883,
252,264,5.67829,
252,269,5.2596,
252,272,5.13491,
252,278,10.271,
252,284,16.1392,
252,294,26.7239,
252,303,85.9988,
252,317,5.26394,
252,323,5.51425,
252,330,11.524,
252,345,177.375,
252,361,11.6503,
252,363,5.72909,
252,377,12.8066,
252,382,20.9894,
252,388,5.01609,
253,296,8.79761,
253,307,5.45181,
253,318,6.42271,
254,263,6.63863,
254,264,19.2414,
254,270,24.091,
254,277,5.13651,
254,284,101.94,
255,307,5.88034,
255,309,23.3749,
255,320,72.9262,
255,358,5.1675,
255,377,156.843,
255,386,5.36991,
255,388,7.14549,
257,270,9.9386,
257,276,911.426,
257,284,14.9145,
257,297,20.1246,
257,298,7.55681,
257,318,5.70625,
257,375,5.0218,
257,387,5.04318,
258,335,22.6593,
258,338,17.6784,
258,339,23.505,
258,348,21.8054,
258,366,5.22894,
259,287,69.5801,
259,322,13.3524,
259,334,9.45401,
259,355,5.88446,
259,357,19.2639,
259,361,5.96503,
259,362,26.8317,
259,383,54.3796,
260,262,18.467,
260,263,9.33224,
260,283,12.8839,
260,285,8.04827,
260,308,7.83795,
260,347,9.25684,
260,390,5.47712,
261,264,5.11295,
261,266,10.9465,
261,270,5.59331,
261,276,5.47918,
261,278,16.8826,
261,292,12.2733,
261,309,7.46297,
261,313,15.8409,
261,314,10.2961,
261,315,188.666,
261,319,8.31981,
261,329,6.55054,
261,345,5.76695,
261,352,13.6613,
261,354,5.04948,
261,360,15.8255,
261,362,6.10041,
261,365,17.5263,
261,368,14.5461,
261,378,5.19305,
261,383,7.32467,
262,263,6.26697,
262,268,5.61152,
262,270,6.00014,
262,283,36.2027,
262,301,7.00166,
262,317,5.92524,
262,326,11.5778,
262,345,6.3107,
262,353,14.7482,
262,358,65.622,
262,373,74.0111,
263,270,17.4096,
263,283,7.45632,
263,292,11.621,
263,316,16.5788,
263,322,154.112,
263,326,20.1901,
263,353,5.269,
263,377,24.0872,
264,275,11.3857,
264,294,6.34485,
264,298,5.16204,
264,313,16.871,
264,320,25.0988,
264,333,65.479,
264,355,16.5388,
264,362,7.95733,
264,375,8.31651,
264,381,6.76904,
264,386,7.28905,
265,270,5.11479,
265,283,16.2413,
265,298,8.14239,
265,355,23.9464,
265,360,5.27879,
266,278,22.5115,
266,297,6.46119,
267,270,7.24417,
267,335,96.8611,
267,351,10.4291,
267,367,29.3084,
268,295,6.13811,
269,270,5.8941,
269,293,16.7337,
269,318,5.24686,
269,330,21.3102,
269,331,7.72673,
269,357,5.57768,
269,364,11.8652,
269,370,6.74457,
270,275,5.00041,
270,276,6.82077,
270,279,5.27913,
270,284,14.3878,
270,288,5.0622,
270,301,66.0417,
270,305,6.06443,
270,310,6.56839,
270,314,11.3834,
270,320,10.7622,
270,334,19.2575,
270,337,5.30442,
270,353,7.22723,
270,356,7.93605,
270,361,6.46499,
270,362,5.39874,
270,363,46.0724,
270,364,31.724,
270,365,10.6861,
270,372,11.9157,
270,383,22.9107,
270,387,863.524,
270,389,11.7159,
271,273,5.30875,
271,282,19.9687,
271,291,8.3796,
271,293,34.0271,
271,306,52.7147,
271,313,59.7629,
271,324,6.23928,
271,325,15.8697,
271,327,7.29223,
271,332,10.4665,
271,348,135.323,
271,350,71.717,
271,352,34.6287,
271,366,24.7912,
271,367,21.046,
271,369,8.22284,
271,371,9.64885,
271,374,39.1688,
271,381,6.00995,
272,281,6.15211,
272,283,5.83789,
272,305,11.2398,
272,374,10.3304,
273,283,7.91755,
273,298,7.33025,
273,318,19.3346,
273,326,22.0679,
273,331,76.316,
274,283,19.3264,
274,298,21.5085,
274,345,24.9046,
274,348,9.34308,
275,277,7.12023,
275,294,8.03449,
275,305,5.95656,
275,311,22.798,
275,342,5.14006,
275,346,24.5304,
275,348,38.6343,
275,361,8.04265,
275,377,9.46109,
276,284,6.55904,
276,288,11.2338,
276,310,6.30354,
276,347,431.776,
276,389,23.0741,
277,296,10.4716,
277,298,20.3139,
277,313,5.6934,
277,319,5.12775,
277,333,19.722,
277,334,6.8871,
277,354,9.32595,
277,360,8.93638,
277,388,6.60333,
278,315,11.7532,
278,387,7.93919,
278,388,50.1107,
279,287,6.2975,
279,292,16.8757,
279,293,9.92002,
279,294,831.301,
279,314,19.3087,
279,326,21.0147,
279,335,6.12632,
279,340,9.17292,
279,345,6.69085,
279,346,13.5882,
279,348,6.29134,
279,353,11.4437,
279,358,18.5888,
279,370,6.44996,
279,378,7.59852,
280,318,10.8105,
280,319,45.6457,
280,388,5.23422,
281,282,5.79569,
281,298,7.01907,
281,316,133.43,
281,317,6.27004,
281,331,35.4146,
281,338,99.8267,
281,340,31.2234,
281,345,7.51814,
281,364,38.7264,
281,366,14.2395,
281,370,5.86605,
281,371,6.18259,
281,377,5.54331,
281,381,13.5353,
282,283,6.41532,
282,326,6.29641,
282,335,7.45324,
282,338,7.34588,
282,351,6.60269,
282,358,8.32682,
282,374,8.53533,
283,285,5.62518,
283,289,13.9366,
283,293,14.6396,
283,301,15.4164,
283,302,13.0554,
283,304,6.58628,
283,305,2542.45,
283,309,14.9733,
283,310,9.29371,
283,318,13.0927,
283,320,11.1446,
283,321,8.94067,
283,322,5.33701,
283,323,10.3685,
283,325,30.1209,
283,329,5.25101,
283,330,108.016,
283,332,19.1907,
283,336,5.93196,
283,337,44.5997,
283,340,39.9748,
283,342,416.335,
283,345,6.26489,
283,349,118.266,
283,352,5.77746,
283,353,17.5639,
283,354,60.2924,
283,363,5.26174,
283,368,12.1085,
283,371,9.05661,
283,372,12.3898,
283,376,124.293,
283,377,16.8558,
283,378,5.16277,
283,379,139.478,
283,389,24.2507,
284,287,7.13574,
284,293,109.775,
284,294,435.004,
284,313,5.53736,
284,314,5.2859,
284,322,5.00997,
284,342,11.4657,
284,345,5.72406,
284,348,28.3406,
284,355,34.9201,
284,357,6.15053,
284,360,5.59339,
284,362,8.27644,
284,365,5.56464,
284,370,14.8654,
284,375,5.78271,
284,377,5.21003,
284,383,36.819,
285,291,17.7041,
285,298,5.31603,
285,320,18.5507,
285,333,5.74981,
285,369,43.2973,
285,373,67.5521,
286,310,5.23595,
286,338,20.1031,
286,349,8.71856,
286,364,12.0569,
287,304,12.6205,
287,305,8.44721,
287,319,5.07467,
287,365,15.8181,
287,367,10.6219,
287,375,13.3612,
287,384,7.00829,
288,298,35.9965,
288,301,6.2553,
288,309,6.3319,
288,317,27.2889,
288,321,6.95526,
288,326,5.08904,
288,330,7.2985,
288,331,16.3642,
288,364,7.75312,
288,368,17.2118,
289,301,5.3741,
289,310,48.3801,
289,326,8.14026,
289,351,5.56099,
291,298,7.37195,
291,317,12.1356,
291,326,6.96681,
291,331,18.0664,
291,335,26.0273,
291,358,6.06522,
291,366,18.4566,
292,305,19.7732,
292,315,5.76435,
292,326,17.2894,
292,358,7.87529,
292,361,7.71345,
292,383,7.81937,
292,388,6.32765,
293,298,110.313,
293,326,9.35847,
293,342,6.61241,
293,358,5.38935,
293,374,19.0671,
293,388,6.6821,
294,320,5.44354,
294,322,5.96122,
294,324,23.4253,
294,346,10.9893,
294,349,8.7341,
294,355,28.4656,
294,372,15.6062,
294,378,11.9726,
294,380,21.7974,
294,385,6.27643,
295,367,7.63027,
296,305,15.6832,
296,315,5.71042,
296,358,208.334,
296,375,19.8346,
296,378,8.18742,
296,381,19.8705,
297,323,6.19141,
297,336,30.7451,
297,360,11.9062,
297,362,8.62404,
297,375,11.7497,
298,319,6.78017,
298,320,6.85515,
298,323,5.86457,
298,341,6.11376,
298,349,45.6512,
298,352,12.7581,
298,363,6.2011,
298,369,8.34543,
298,373,10.3117,
298,375,79.3463,
298,377,5.18449,
298,387,5.36297,
298,389,7.88825,
301,316,167.639,
301,326,18.0091,
301,327,5.0614,
301,364,6.45309,
302,311,52.1865,
302,390,8.43998,
303,349,7.59139,
303,351,5.88211,
303,364,15.5681,
304,333,6.7194,
304,354,18.9149,
304,383,11.2688,
305,313,6.98974,
305,316,44.7558,
305,317,33.4724,
305,330,23.0163,
305,348,13.6846,
305,353,9.0319,
305,358,6.55241,
305,380,46.8646,
305,385,24.1194,
306,326,5.72916,
306,364,39.474,
307,315,5.64313,
307,318,11.0341,
307,387,26.2,
308,363,6.44411,
308,367,6.77922,
308,381,119.242,
309,317,24.5819,
309,353,156.943,
309,355,11.6568,
309,370,5.71811,
310,316,10.1562,
310,335,6.09394,
310,344,6.39383,
310,366,5.83166,
310,367,30.9034,
310,370,7.07062,
310,376,6.49448,
311,359,9.81211,
311,366,6.94916,
311,390,5.0996,
312,315,6.54845,
312,360,21.3926,
312,388,8.26194,
314,334,10.2886,
314,354,6.45674,
314,356,22.6187,
314,362,27.6148,
314,388,6.65169,
315,319,6.43111,
315,329,18.2985,
315,337,383.96,
315,339,116.567,
315,345,10.0621,
315,356,8.05228,
315,362,10.0336,
315,364,5.94273,
315,365,16.3819,
315,381,5.61981,
316,347,5.00635,
316,369,7.76294,
316,373,6.38549,
317,326,61.6346,
317,331,39.5492,
317,337,15.0252,
317,344,17.1737,
317,347,10.9603,
317,353,5.67179,
317,358,36.28,
317,371,6.26585,
317,374,7.15323,
318,367,8.17746,
318,372,8.74246,
318,376,84.1256,
318,386,242.182,
318,387,17.7008,
319,387,8.5119,
319,388,5.35081,
320,325,6.24371,
320,354,9.02236,
320,380,13.8992,
320,385,399.908,
321,326,6.99491,
321,349,17.3325,
321,353,12.2505,
322,334,7.5437,
322,340,31.603,
322,370,6.19609,
323,348,16.7286,
323,355,7.9918,
324,338,20.4878,
324,353,9.84367,
324,364,10.7112,
324,371,118.701,
325,326,22.9982,
325,330,14.4562,
325,331,5.4471,
325,345,13.4725,
325,390,9.56123,
326,332,20.2214,
326,340,6.33201,
326,344,39.0235,
326,349,14.0507,
326,352,5.89831,
326,363,7.75129,
326,368,9.13531,
326,369,5.57595,
326,370,8.96143,
326,371,8423.24,
326,373,7.29893,
326,374,9.76457,
326,377,7.99934,
326,379,20.4136,
326,385,34.6363,
327,367,7.93098,
330,339,18.6917,
330,345,6.28273,
330,360,12.7796,
330,374,11.7663,
330,381,14.883,
330,385,8.73771,
331,345,11.4598,
331,363,27.5161,
331,369,11.443,
331,373,213.261,
331,376,19.9338,
332,337,9.30923,
332,347,65.3566,
332,348,6.13739,
332,349,7.74303,
332,364,10.1021,
333,362,8.12878,
333,381,7.25496,
333,388,13.1622,
334,387,20.1334,
334,388,5.75393,
335,339,9.64634,
335,358,7.22322,
335,362,24.2542,
337,358,219.648,
338,353,7.35679,
338,359,7.55582,
338,364,14.7255,
338,367,8.87312,
338,369,10.4805,
338,374,9.11224,
338,376,5.31725,
339,341,31.0389,
339,345,12.8843,
339,346,10.5773,
339,349,5.07876,
341,349,168.072,
341,351,164.366,
341,355,49.1317,
341,363,10.8678,
341,367,14.2704,
342,348,54.8102,
342,350,9.78987,
342,354,20.2718,
343,387,15.6366,
343,388,14.5702,
344,358,23.8823,
344,364,9.10004,
345,349,5.16877,
345,351,8.21964,
345,353,7.0835,
345,367,12.517,
345,368,12.2963,
345,376,5.77866,
345,385,61.7832,
346,348,8.064,
346,372,6.9374,
347,351,127.514,
347,366,8.0909,
347,367,10.9038,
347,370,12.5074,
348,372,8.08113,
348,375,5.39754,
349,352,5.37851,
349,359,5.12841,
349,363,7.61317,
349,370,10.1415,
349,371,12.3748,
349,376,31.8377,
349,379,7.01535,
350,372,7.83237,
351,352,9.86524,
351,354,23.6509,
351,363,6.836,
351,370,17.4369,
351,374,56.8235,
351,379,42.2686,
352,364,9.56465,
352,367,16.2096,
352,390,6.56794,
353,358,6.74032,
353,372,11.208,
353,390,55.9748,
354,362,6.9544,
355,361,20.2677,
357,362,119.467,
357,372,5.47867,
358,368,5.33809,
358,380,12.7284,
359,367,16.3037,
359,378,11.4864,
359,390,12.5952,
360,365,26.6589,
360,375,6.76891,
360,381,12.0125,
360,386,20.2459,
360,388,6.80112,
363,367,5.07727,
363,370,10.5671,
363,389,12.2472,
364,366,7.53587,
364,368,7.97003,
364,371,10.0313,
364,386,23.8573,
365,375,26.5844,
365,387,5.14145,
368,370,26.4903,
370,374,9.99731,
373,381,27.9053,
375,386,6.98683,
380,381,17.5061,
380,388,6.42256,
383,388,7.84563,
383,389,5.10038,
384,387,36.6218,
384,388,6.24655,
386,388,17.4935,
387,389,6.88409,
